cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,l2_rqsts.swpf_miss:u,page-faults:u,mem-stores:u,l1d_pend_miss.pending:u,frontend_retired.itlb_miss:u,IPC,CPI
454880953,1690281314,1511023,161545,2777825,2731061,12488,5885,1445330,4930,452,180,75634,54830,131788,95687,8830,52400,95687,8335,20147,7947,2779920,1446,0,99183965,13955362,2414,3.715876215,0.269115531
449639355,1670867756,1551765,197720,3618082,2903444,12373,5295,1528465,1478,766,95,72732,48894,153254,127106,8314,52116,127106,12775,27456,12912,2775106,2506,0,91902662,34780994,4257,3.716017598,0.269105292
453583918,1685622685,1566350,211264,3371861,2628676,15130,11230,1618931,1543,270,75,52319,36307,102258,98612,14210,45192,98612,8906,9069,9250,2712659,1772,0,94513508,14120731,2016,3.71623115,0.269089828
449261438,1669597861,1454889,151370,3346459,2495291,10200,3218,1494387,3772,501,200,70326,67066,160933,159499,8693,38907,159499,8981,17818,6764,2862693,1208,0,89957646,20424822,2866,3.71631687,0.269083621
456571881,1696823006,1554387,212701,3467165,1741051,37576,51778,1128165,7149,2183,821,122081,82347,182774,475961,160934,6933,475961,10715,11575,9682,2065101,1045,0,96623956,19698931,1708,3.7164422,0.269074547
453206647,1684448104,1376136,370968,3648519,2938855,12035,4505,1517074,1999,166,1745,168786,76297,195498,242964,14338,77929,242964,13612,21861,12741,2873715,1822,0,95824409,39750227,1473,3.716733007,0.269053493
446686592,1660259083,1530727,187154,4439122,2990455,16735,5793,1260095,5060,6253,1141,147585,119222,305965,124870,14003,39266,124870,6281,11992,6838,3271136,1697,0,96523743,20111579,1513,3.716832143,0.269046317
457320331,1699984096,1371511,200483,2817945,3384405,14023,8837,1346804,1387,611,115,32761,63074,176898,152136,14317,100841,152136,17119,21654,19123,2877439,3434,0,95431219,16037340,1382,3.717272076,0.269014476
454902929,1691023693,1660736,159043,3848001,3013842,12179,4614,1505266,1513,425,200,80711,51684,150676,155245,11272,45107,155245,13051,16072,12798,3002733,1876,0,98835012,17952235,2267,3.717328655,0.269010382
452687219,1682807727,1391816,200343,3056550,3109298,13572,8189,1365865,2059,3390,300,20282,105961,132660,108522,5517,15563,108522,15476,8886,16731,25222,0,0,96721686,18565790,2882,3.717374064,0.269007096
457598990,1701128555,1468289,234632,3066165,2922564,32369,29865,1199916,6345,3543,2176,106706,49596,150178,237010,40630,132020,237010,21978,24208,17493,3166889,3601,0,96870221,19126374,987,3.717509418,0.268997301
456877705,1698485235,1315815,320222,2660503,3091984,13916,6802,1648357,1683,1017,305,68749,45687,118183,170140,1023420,21596,170140,36992,7502,36260,13664,0,0,104383589,24605073,1803,3.717592731,0.268991273
441745220,1642253197,1385758,238526,3374354,2897966,15788,6268,1650022,1663,666,95,109238,58109,173166,132114,8654,72150,132114,14103,22614,15048,2984684,2260,0,97161371,19307134,4353,3.717647917,0.26898728
450909474,1676351158,1493435,224700,3472283,3122559,14863,7465,1518651,1918,541,90,39620,65382,191785,168217,21638,102885,168217,19827,21105,19333,3251831,3175,0,92959092,27565719,4170,3.717711103,0.268982708
453031960,1684277687,1040875,673817,3023872,2893649,41162,15990,1319508,6783,2159,791,121800,194250,323669,1186184,40620,201302,1186184,52272,39529,29985,3302407,1634,0,117315257,44008923,1382,3.717789992,0.268977
455706924,1694243527,1560678,177064,3197777,3218594,13236,31527,1328758,3211,3492,345,11435,86011,102795,243909,6031,26852,243909,35663,10595,26286,3294350,2633,0,100297081,16470979,1558,3.717835823,0.268973685
456467445,1697255265,1744814,115792,2991641,2487932,34242,33090,1002099,3332,155,75,17084,91845,199070,223126,17848,71748,223126,9475,32116,15354,3151545,2200,0,98332614,13289923,1417,3.718239457,0.268944486
446738572,1661247773,1108795,471365,3650675,3144330,39274,12653,1127337,3311,896,170,63433,81696,221857,139646,61920,111614,139646,18499,25657,23021,3346786,4051,0,96263246,40447245,2170,3.718612802,0.268917484
454911625,1691744698,1132189,350067,3767316,3128878,25408,9412,1256276,3988,1332,370,85357,39351,97880,282970,11073,314056,282970,33601,104253,32674,3283150,3725,0,92499228,23891900,2555,3.718842529,0.268900872
451001308,1677218022,1478767,182769,2157127,1092961,49891,45903,895714,4579,3387,200,89358,52495,134553,136022,8305,57032,136022,7228,18984,7585,2557722,1271,0,98672818,15376012,3652,3.718876181,0.268898439
449128142,1670383477,1365889,339783,3616103,2448051,41758,74523,1239583,2236,777,120,63392,38533,129672,116934,10708,49937,116934,11836,22870,13289,2719873,2085,0,91562532,17436804,4072,3.719169032,0.268877266
456161150,1696608197,1528965,110564,3177132,2340387,19948,50443,1287531,2480,6429,759,132060,57431,395625,385648,68013,166320,385648,16120,20870,15549,2231021,1133,0,96855582,18397234,1698,3.719317607,0.268866525
442294589,1645038176,1179933,265525,2845118,3331877,22240,11399,1186266,3769,1014,708,72017,40257,115632,126183,8498,85796,126183,20872,109867,46718,2969684,2987,0,94133228,17848851,5037,3.71932693,0.268865851
443295433,1648777346,1009490,259120,2811125,3679764,16107,8013,2114845,2369,1232,100,71959,41737,212085,238549,47800,381225,238549,14141,33274,15324,3232121,3018,0,87856017,20273344,6166,3.719364612,0.268863127
449371407,1671480810,1518406,104062,3504822,2469500,5499,3123,1540662,1102,506,165,73149,62474,140281,141481,6715,21368,141481,6821,11454,15642,2399606,975,0,100133387,18295747,4475,3.719597607,0.268846285
456498230,1697992398,897217,276926,2096536,1587544,48138,29627,264119,2560,236,482,21684,40127,114054,137384,46381,54343,137384,12885,17708,13862,3303581,2674,0,98668315,16431783,1543,3.719603465,0.268845862
457093009,1700259198,1506160,159425,4013391,2730967,25069,41930,1172861,2630,721,320,79112,56378,184712,288603,245117,29472,288603,10254,19360,10822,2829899,2116,0,92082505,23186953,1748,3.719722605,0.268837251
456840850,1699580462,1320786,114978,3960319,2836923,21344,44259,835987,4536,4614,701,77798,146474,332138,2393489,133568,33357,2393489,16027,12759,13761,1978253,1315,0,95155048,22522964,1698,3.720290035,0.268796247
453797649,1688262698,1665314,172406,3459223,3054970,14279,5723,1832685,978,4852,430,78886,90006,218723,89843,11993,29779,89843,8623,15650,9312,3144056,1853,0,93094293,16268777,2535,3.720298467,0.268795638
456241252,1697651817,1673095,166658,3291140,3212519,14054,6775,1650226,1793,385,180,45259,28152,88473,373234,60136,248613,373234,18106,18132,17289,3155192,3816,0,94696199,16989578,1949,3.720952039,0.268748425
453189296,1686298017,1208953,361589,3545911,2968366,34270,43046,1041490,3529,691,923,194857,75519,242603,194554,32388,42753,194554,16440,15082,16979,3279614,2242,0,96335624,19221254,1968,3.720957295,0.268748045
455157336,1693713017,1277379,215786,2946720,3279725,15314,36823,894899,2952,3273,315,7700,89018,97685,347033,3333,18510,347033,78683,7343,77076,2847872,2957,0,96138768,18985514,1864,3.721159439,0.268733446
455688777,1695929389,1522951,99895,3026176,1644935,64576,11649,533185,8737,2114,656,127697,125865,276186,126161,22618,25369,126161,3556,11547,4152,2353881,1114,0,96678332,17080364,1457,3.72168347,0.268695607
456156121,1697739484,1222742,298129,3513257,2426931,6749,3117,1533253,1182,495,145,77895,67039,168440,254754,44537,40963,254754,12115,14738,134979,703675,240,0,105625389,40782784,1172,3.721838655,0.268684404
451193603,1679418031,1309363,262585,3405127,3017423,48481,76508,873048,5320,1257,195,67756,51797,126548,302495,6387,259740,302495,33272,99598,31669,3112404,4533,0,93712078,21187476,3121,3.722167202,0.268660688
443398916,1650541442,1291192,416317,3657780,2896456,29058,53467,1188144,2349,1042,80,73188,40722,127234,147740,14091,53047,147740,12939,19314,14027,2870997,2186,0,97143804,14238830,4564,3.72247514,0.268638463
441548001,1643674737,1278321,235982,2928504,2129288,64461,52366,1015605,6578,3121,475,95318,55515,171251,270585,29069,133388,270585,25913,156734,64822,1037702,43,0,109562017,29775615,801,3.722527864,0.268634658
456025631,1697586283,1276496,196506,2891418,3270254,15325,9189,1203620,1898,612,387,20873,39226,173456,127352,71177,211305,127352,21340,91687,46157,2876729,3094,0,98879570,16589009,1488,3.722567697,0.268631784
449229579,1672392957,1084303,333630,3118917,3168721,29346,9743,1221323,2400,521,130,30676,33947,88305,156070,5254,83673,156070,32098,82565,82295,28423,0,0,94532973,37618766,2817,3.722802405,0.268614847
456344043,1699302148,1581063,145377,3285636,2525567,15138,4436,1697293,2971,658,3046,248212,141399,347942,277464,18082,44524,277464,12902,24419,11812,2390374,1208,0,98513749,16964038,1658,3.723730317,0.268547912
456294225,1699239881,1408749,190037,3340137,2643505,9606,4796,1627131,1869,807,373,92892,55449,225444,708053,71001,254955,708053,35787,92418,21152,3344270,1753,0,96841344,22495017,1934,3.72400041,0.268528434
456245058,1699071129,1158966,312782,2211442,2653586,18919,15366,1603117,3592,1076,579,78844,67815,261585,173611,47409,234633,173611,35439,4709,30918,10333,0,0,100829876,36170304,701,3.724031854,0.268526167
453584913,1689237423,1715173,152816,3434968,3183455,13533,5937,1676440,2054,526,245,42226,31600,97922,127013,26415,44598,127013,14103,12600,14483,3076832,2570,0,95367044,17111995,2601,3.724192262,0.268514601
456619032,1700649274,1362053,442792,3409577,2769760,31203,56769,947258,2575,1853,215,83006,45136,154845,213721,17157,98876,213721,14642,28951,14404,2995275,1948,0,99296617,16894999,1630,3.724437999,0.268496885
454276182,1691947411,1135208,267951,3276915,3244087,17959,8847,1067046,1989,4579,415,47485,65852,87712,120360,8561,61302,120360,11554,18080,12707,3316978,2780,0,95259908,20076843,4216,3.724490691,0.268493086
448011032,1668870848,1660778,181659,3525259,3251897,13123,5324,1673896,1457,350,185,56578,39318,108007,120136,11190,68562,120136,11108,14365,11521,3076614,2542,0,88751019,27264739,5138,3.725066413,0.26845159
449876876,1676016977,1683867,152942,3356326,3202820,11756,5064,1699515,1588,861,95,39070,28874,94452,147820,6581,58855,147820,11973,13294,10783,3013014,2529,0,96867220,15988946,3511,3.725501501,0.268420238
448607069,1671300100,1525278,172499,3260576,2742517,16870,8115,1030040,2505,1362,225,49802,71428,157353,189942,15370,93021,189942,17231,108470,48301,2325069,1572,0,92613104,21540610,4444,3.725532243,0.268418023
439298536,1636722105,1449966,197833,3154736,2611221,11257,76663,1816016,2169,4604,561,114033,61749,160716,165468,7810,49224,165468,12971,20086,12745,2779531,2342,0,86866591,20334550,5982,3.725762712,0.268401419
451857538,1683534373,1618073,181664,3588345,2934157,15829,6106,1521343,2034,816,75,73835,58304,170747,139482,10027,56018,139482,11987,20718,12238,2853008,1965,0,86966180,16949919,1601,3.725807874,0.268398166
441276117,1644181242,1241408,510335,4656476,2355026,38529,61999,1280363,2720,951,270,134306,99728,265482,168932,17462,43441,168932,15915,21482,16084,2712518,1703,0,89767019,22862267,5526,3.725969248,0.268386541
447215828,1666569849,991337,262040,3086968,2780467,21925,3469,882691,5558,336,1042,51733,89562,201431,222261,16032,28840,222261,12932,16815,12713,2656542,908,0,101639569,24315352,4048,3.726544869,0.268345085
456070826,1699597791,1178174,300050,2674080,1664725,63946,38850,487207,4291,710,779,65701,32905,99439,140070,7552,64793,140070,13702,16683,14284,3225563,2630,0,98784447,17294939,1523,3.726609321,0.268340444
452194089,1685165214,1588271,288771,3473287,2930175,14494,5383,1586598,2575,1061,2923,157778,39072,127572,58325,1998,15145,58325,5900,10785,6620,2476860,920,0,102755045,31902069,2044,3.726641402,0.268338134
451903242,1684123518,1736391,160563,3351261,2785575,10936,3599,1647560,977,3351,305,31711,129874,125619,181448,3544,7822,181448,25685,9043,20157,78246,0,0,87188044,31370143,5594,3.726734755,0.268331412
448560678,1671681582,1566128,219650,3676116,2833544,15462,4941,1762071,1312,511,80,50746,39372,120353,62341,5244,41377,62341,8038,17774,8909,2598645,870,0,99732167,20006208,3759,3.726768003,0.268329018
444375608,1656181818,1225231,303040,1926145,1212775,55850,16435,1406982,2123,773,110,46074,45473,112191,98333,5674,50584,98333,7853,18249,8479,3052066,1014,0,98720450,24022149,1923,3.726986334,0.268313299
456515990,1701464179,1486142,145394,3382785,2512551,8471,3470,1515014,2185,4681,809,109085,63700,212277,290137,158322,26530,290137,11650,19472,13623,2479483,1347,0,96419501,21454815,1278,3.727063709,0.268307729
456426365,1701137664,1479658,205990,3682354,2683268,15355,5669,1395685,2699,403,1108,123413,51555,130675,129226,8901,39467,129226,13944,12716,13543,2634591,2618,0,94341172,17011421,1518,3.727080192,0.268306543
445645954,1660965614,1565663,171276,3420785,2699983,17077,8849,924787,2354,4644,561,66489,67023,138254,94597,10239,27368,94597,10465,12856,11003,2932498,1797,0,95895780,18099187,3722,3.727096811,0.268305346
454639252,1694969196,1650438,164913,3515356,3219889,12630,5538,1690678,2204,380,180,67375,41531,139839,170587,200341,27737,170587,7497,65113,39769,2591221,1440,0,96747729,18638093,1387,3.728162908,0.268228622
452557578,1687261376,1190256,417827,2863927,1702538,41193,32180,1325620,3061,516,255,129464,100713,282100,402741,119564,78581,402741,8927,17162,7333,2605355,1052,0,100466260,25253459,1472,3.72828002,0.268220197
450950999,1681375150,1242855,401952,1873734,1225362,78664,63476,712465,4453,2234,190,73581,51725,129046,73506,10157,27850,73506,5817,16522,9383,2592694,823,0,94935686,19530582,1625,3.728509647,0.268203678
453314076,1690191004,1256418,420081,4013120,2431660,34499,62110,924547,2596,1039,3200,149186,70070,231624,179883,23983,53441,179883,13126,24885,10457,2398241,1421,0,96727494,20347719,1452,3.728520894,0.268202869
448619145,1672811897,1164510,449996,2393714,1083068,64900,43078,342382,2318,150,75,8108,152795,181886,591998,4451,15569,591998,27525,86238,26667,3494096,1834,0,96789958,20689863,2800,3.728801848,0.26818266
447607254,1669049055,1573502,170511,3361618,2847999,12915,5257,1604092,2084,1307,90,54210,34479,116304,69508,6388,44277,69508,8091,19358,9807,2960904,2310,0,96679202,20760529,4479,3.728824857,0.268181006
452575444,1687675978,1609031,239358,3039072,1943339,40824,34426,813404,2976,185,115,9250,105637,123117,263825,411246,61760,263825,10101,10981,10578,2956433,2248,0,96640420,15846589,3777,3.729048936,0.268164891
454855379,1696476931,1674364,150748,3093577,2714345,11328,4124,1755405,1167,245,55,47304,31450,106872,258748,9475,27949,258748,9518,10339,14679,2565773,1508,0,92199980,14638366,1736,3.729706208,0.268117633
452463290,1687567015,1660211,157885,3250707,3184845,12633,6195,1668512,1949,400,115,50075,62740,197922,108232,17468,33539,108232,11470,12945,13477,3244902,2431,0,87794995,16199778,3115,3.72973245,0.268115747
456683535,1703583117,1499309,215564,3627548,2939787,12713,4584,1484905,1748,350,441,120248,81396,437884,192647,67432,112606,192647,13053,13115,11762,2957177,2198,0,88184243,19377715,1573,3.730336188,0.268072353
455974911,1701004502,1148604,309999,3081022,3451846,16360,10237,999057,2199,4018,860,79779,90336,369979,208378,74719,112491,208378,14723,43718,16132,2666714,2899,0,96668224,27832095,1838,3.730478281,0.268062142
452052338,1686388990,1121791,360710,3230111,3322220,20538,11878,1123194,2426,807,733,75725,60198,183434,160714,59814,95927,160714,18723,26926,22668,3284919,3688,0,99814181,34101416,1673,3.730517129,0.268059351
453173568,1690605837,712902,432499,3485743,3189684,25790,15244,801183,2102,940,2806,83650,92884,251423,229407,65359,165542,229407,27671,32356,22986,3271574,2887,0,103554184,41574690,1798,3.73059233,0.268053947
456004824,1701185746,1497776,178028,3036101,3126351,12875,7004,1413316,2742,660,943,58988,30419,80656,129090,6832,61329,129090,21417,76195,44382,2916025,2786,0,102811188,14935060,1728,3.730631029,0.268051167
437308994,1631678465,1010425,399858,3371207,2185357,49138,4903,1457535,1543,295,190,75582,55776,144836,100869,8079,44564,100869,10165,15733,11274,2796259,2286,0,98850067,40275602,6462,3.731179755,0.268011746
451978976,1686569835,1176137,372654,3179284,3209160,16178,10386,954615,1761,872,789,71012,25653,67134,88388,7486,42804,88388,8495,19737,9674,4246280,1285,0,101937495,31752987,2618,3.731522758,0.26798711
454560384,1696241710,1077128,463614,2129621,2682462,36996,34989,1738460,2871,2169,175,93615,100034,248661,537612,37191,193156,537612,13570,19172,9769,2593375,0,0,94875892,51781870,546,3.731609198,0.267980902
456228507,1702563754,1247582,396435,3042248,2095388,52132,50884,775475,5504,1061,782,84538,84893,189531,329692,50314,367825,329692,30213,29587,17743,2840918,2668,0,100375809,26332946,1708,3.731822383,0.267965594
457102768,1705858315,1513351,250898,3408326,3011228,28134,36501,1229001,2063,599,764,169450,60582,189273,143822,18807,61757,143822,14109,17322,14973,3195626,2010,0,96252287,17216595,1342,3.731892332,0.267960571
456928776,1705344783,1437001,153347,3335690,2360208,11186,4138,1423681,3216,586,404,132048,110425,521443,152533,73561,42461,152533,10395,18624,11942,2323546,1208,0,97974038,19461972,1558,3.732189506,0.267939235
454142695,1694964379,1315359,348250,3372062,2608483,11111,67426,1349537,5576,6228,821,95148,105784,273680,239487,24801,154008,239487,24050,80531,56423,2264557,657,0,108943457,28165733,1616,3.732228653,0.267936424
456657880,1704364381,1143145,201286,2625305,3264126,16442,9536,1178628,1653,3653,436,37416,32218,78118,131742,7874,64649,131742,14174,17521,14821,3228471,3163,0,98933031,15985296,1680,3.732256588,0.267934419
455934345,1701703606,1598136,123365,3631652,2349594,8787,2992,1567038,3392,573,638,207321,177606,347307,113179,47621,25315,113179,6926,10879,7597,2513666,1064,0,99524670,17670747,1738,3.732343537,0.267928177
455146137,1698796353,1165587,193792,2700191,3329556,13382,9490,1169549,2362,1589,2956,97197,40331,130395,138400,20910,104916,138400,13470,104021,41715,2882208,2435,0,97649877,16099109,1458,3.732419579,0.267922718
448267279,1673205220,1507525,198493,3521585,2844388,14576,5412,2014930,2773,375,45,43083,69446,259140,120631,36246,64765,120631,12349,15367,11284,2847393,1935,0,92512854,19310604,4343,3.732606189,0.267909324
456808385,1705358600,1302428,187122,2957498,3271064,14178,8821,1278217,2852,952,1635,80498,36384,90605,153451,10565,69774,153451,30699,102905,89084,3035465,3106,0,99021490,16082829,1463,3.733203365,0.267866468
456896743,1705787312,1495375,212795,3610652,2810213,13632,5007,1360797,3122,642,571,92977,56347,160538,219937,27057,84096,219937,16073,20788,16481,2824141,2160,0,94116454,21062470,1327,3.733419724,0.267850945
445873717,1664638144,1428312,238165,3905562,2651578,41748,77896,1502681,2508,4383,370,115976,71201,193134,82471,17500,63366,82471,10419,20732,12817,2816887,2222,0,91960993,22397188,3716,3.733429625,0.267850234
456709267,1705376280,1658119,150168,3305414,3138630,13339,5635,1609961,2031,376,2484,123985,51833,156396,92090,5692,25931,92090,7007,14127,8541,2672244,882,0,101288466,15830165,1838,3.734052281,0.26780557
448206461,1673641110,1098440,234030,2483522,3235584,17567,10506,1022023,1925,1494,260,64166,41339,134900,212027,6900,105665,212027,28448,100679,77057,3389921,2833,0,92889009,16424722,3994,3.734085194,0.26780321
451773352,1687087262,1493637,313096,3683615,2806113,13548,6100,1420071,1833,762,314,99461,50457,418441,94422,87635,48099,94422,6625,15443,6531,2792544,964,0,102589705,32697542,2109,3.734366479,0.267783038
454127393,1696035722,1621407,179756,3451154,2930522,11820,5097,1620122,1633,744,583,118383,40588,130835,135345,15706,41796,135345,11397,21837,12237,3015287,2116,0,94620399,16751756,2289,3.734713537,0.267758153
452642325,1690505592,1316556,368250,3530190,2797546,30204,18391,1161966,2550,956,250,139618,70323,193436,222464,225219,57209,222464,13846,19153,10923,2746229,1597,0,99517400,27793258,2690,3.734749268,0.267755592
456733253,1705937039,1291464,295048,3473210,3033854,28478,35273,1252463,2686,451,642,119042,143411,235654,120170,73270,59531,120170,13058,18144,13434,3080360,2311,0,98992833,17151643,1287,3.735083942,0.2677316
450131402,1681305161,942439,428450,3573310,2631853,28069,4100,1068245,15072,726,1252,176829,226860,433045,725593,70046,52094,725593,20664,20350,39770,2088961,1083,0,93067369,33168080,2927,3.735143013,0.267727366
450588800,1683053172,1590063,170344,3342955,2763844,14419,4788,1616139,1608,285,150,48335,32223,95386,130789,11673,38150,130789,11723,9789,10654,2761408,1709,0,101278062,16722248,3809,3.735230818,0.267721072
456797469,1706295591,1294091,289795,2512262,2129902,24226,9402,1812583,2743,278,650,75037,31905,95149,133052,6137,61548,133052,29719,75760,77821,12482,0,0,110268980,31836208,761,3.735343794,0.267712975
455588660,1701821650,1156762,372344,3607833,3021164,18753,10627,866912,2117,1638,910,191681,111108,312843,128266,16053,89251,128266,16209,62594,50059,3345460,2943,0,94328469,31084596,2239,3.735434613,0.267706466
451689666,1687357974,1080368,489668,2341277,1801886,66253,39001,1055032,2654,2404,185,85890,54214,267896,146348,42235,252161,146348,36744,6770,33917,35875,0,0,97304904,29140498,1741,3.735657689,0.26769048
456676030,1706368418,1370295,198466,3086472,3038483,25926,32588,1204544,2379,3842,175,66011,53495,137242,351509,77131,74079,351509,39955,17378,18204,3038161,3006,0,97324268,18149997,2470,3.736496566,0.267630381
456488078,1705833954,1442772,188856,3579922,2973718,10598,4506,1542943,2745,606,205,147721,93469,259143,412563,23729,262836,412563,25773,111823,25273,3161182,4021,0,89383672,20399192,1235,3.736864195,0.267604052
456241661,1704922049,1660217,189193,2977979,2954281,14540,5160,1880557,1688,781,370,72573,60028,144816,75835,4453,29838,75835,6870,17136,6482,2399097,1114,0,100661540,14957552,1812,3.73688375,0.267602652
455791932,1703395480,1595176,183152,3389096,3001444,12537,5995,1601442,1508,786,140,78129,38930,120956,267432,11518,44859,267432,8474,17416,11244,2937895,1769,0,92531260,15991405,2206,3.737221658,0.267578456
457009063,1708120129,1035328,346412,3419692,3172815,18960,9434,1282121,2097,530,675,194467,66731,223296,98862,16654,59746,98862,10835,23029,11968,2753499,1440,0,102625868,30124956,1192,3.737606685,0.267550891
453818334,1696206228,1694917,152421,3333874,2831457,10958,4235,1694895,2003,214,1937,106832,41468,117863,100392,13089,42022,100392,10282,12048,11560,2824136,2016,0,95620665,16261742,2725,3.737632663,0.267549032
454626733,1699434063,1399492,173900,3395446,2341182,10212,2719,1370965,1668,480,230,82890,75483,170422,116355,9368,28706,116355,9481,11621,10652,2324850,983,0,96723170,24927522,2244,3.738086522,0.267516547
455997743,1704611060,1690625,156186,3300274,2977794,26980,36233,1426379,3006,721,125,45409,38091,97620,240108,11530,66373,240108,18787,20497,24416,3359273,2870,0,96518802,15372919,1382,3.738200652,0.26750838
439593840,1643300075,1171863,483776,3109125,3016094,19309,7589,1568059,2444,1027,240,128407,182275,311721,714909,39767,341230,714909,34911,94995,31787,3893721,2198,0,103850372,58760688,3166,3.738223618,0.267506736
455939907,1704429998,1086385,235241,2850397,3245947,19659,10113,1043327,2601,514,631,68235,35370,93255,195813,46359,248329,195813,21591,21349,14284,3274339,2818,0,97601929,18302533,1673,3.738277724,0.267502865
452652708,1692145117,1469194,232307,3839729,3101605,18658,7617,1418332,2284,481,330,57449,75352,215676,133755,5705,85400,133755,16879,17387,17033,2985328,2918,0,93882635,22054126,3482,3.738285637,0.267502298
455861349,1704318801,1650154,145032,3511476,2396917,35585,38461,1146271,6285,380,1613,107224,40510,112860,133037,10560,29913,133037,11692,10671,12562,2698851,2166,0,95643767,15253064,1743,3.73867801,0.267474224
454170999,1698091430,826278,426285,2524644,2803656,19667,11411,1043596,2194,801,210,32037,96658,197324,154223,4741,8117,154223,28109,5969,34417,22053,0,13,97997360,46452648,1023,3.738881245,0.267459685
456399405,1706461419,979640,415834,3028376,2335744,50993,43435,554666,4460,260,2907,122984,51985,158318,275920,23253,100354,275920,26447,89606,50456,3297657,3469,0,96934670,23699662,1583,3.738965039,0.267453691
447129860,1671804045,1498269,328069,3253372,2157871,42959,36195,791783,3612,195,90,12038,162016,192774,639136,41097,303493,639136,24051,58327,22652,3651426,1772,0,90498534,33039503,3557,3.738967567,0.26745351
449944839,1682450828,1072205,332803,3445153,3288989,18946,9633,1209461,2680,589,348,54604,53430,232167,152846,63111,115419,152846,16586,18426,19339,3297791,2567,0,100009214,33698866,2184,3.739237974,0.267434169
455154882,1702080988,1408245,311574,3245957,2290898,44919,32228,611546,2556,145,85,9899,123917,137113,178162,3834,17857,178162,39310,24037,60857,65712,4288,10,93843426,19787916,1704,3.739564389,0.267410825
457023848,1709143877,1286891,201669,2990818,3239320,15000,9246,1195336,2095,3594,536,32174,32653,85361,1463078,1425521,1248354,1463078,30028,55760,19240,3113035,2656,0,98837195,16629698,1198,3.739725803,0.267399283
454707110,1700524400,1189493,286125,2061857,2601025,17897,27338,2100146,1192,523,1351,61763,106856,203113,177035,7553,13353,177035,48345,5167,47165,36830,0,0,99471790,31279831,471,3.739823642,0.267392288
456145831,1705914322,1417811,241488,3681499,3221572,17871,4637,1641873,3061,651,325,169704,158530,329360,253395,31473,42444,253395,11393,22584,26140,3208108,4075,0,97662383,24975874,2375,3.73984416,0.267390821
457045438,1709307961,1119434,199810,2673950,3256984,16867,10208,1013630,1858,2449,345,36617,63122,116943,130328,7122,71509,130328,12772,15954,14657,3294919,2712,0,98100821,16948801,1508,3.739908155,0.267386245
453409603,1695759720,713904,435108,1533844,85956,82113,18708,1256630,2012,835,150,46063,31238,83481,107428,5166,35077,107428,12074,19483,12850,2952298,1158,0,120607229,35634864,982,3.740017214,0.267378449
453349429,1695670076,1378081,252369,4117899,2827464,20825,5918,1326452,3858,1603,220,132897,111328,280595,184402,66716,98857,184402,18519,20229,19550,2866315,3031,0,95609648,23369417,3185,3.740315897,0.267357097
456562144,1707717727,1062351,401831,3082429,1742067,28149,5928,1416307,2019,395,305,177054,141527,299883,708837,131229,3847,708837,8107,16234,40611,1895913,444,1,102244314,58553936,631,3.740383975,0.267352231
445533823,1666705119,1082731,165294,1207684,61769,55449,4221,509691,6565,2191,591,99036,86085,210683,175071,18814,19754,175071,10306,11228,9315,2472409,883,0,99947171,13313116,3144,3.740917149,0.267314126
445784447,1667652901,984010,528873,2241044,4096221,9956,6836,2000032,1397,5691,501,73370,37303,112574,114727,19271,87383,114727,10207,41255,14072,3839271,2969,0,103903228,45034342,2764,3.740940071,0.267312489
452147340,1691459916,1287162,377668,3684038,3112578,17247,6997,1529729,1858,692,1585,110316,114183,201260,241513,13995,84506,241513,24891,28799,26025,3163195,3481,0,99414013,40240026,2073,3.740948506,0.267311886
455956384,1705875781,1643555,165734,3531625,3048864,11405,5822,1625676,1327,420,155,50549,34618,95782,125809,12756,40679,125809,11919,14427,13903,2924143,1831,0,99760542,17951152,2168,3.741313513,0.267285807
453436466,1696488856,1720596,151664,3202995,3010304,12615,32774,1380621,2239,3336,310,6798,91343,127569,669744,3857,168312,669744,39918,59750,11246,2523107,1127,0,98295540,19700216,2795,3.741403666,0.267279366
449999323,1683656880,1052230,519103,3865386,2947433,31796,12319,1030405,2917,1652,585,117844,113556,295103,204103,28451,77532,204103,11692,30518,14241,3758629,1778,0,98109346,35550583,2174,3.741465362,0.267274959
456131272,1706792474,1155454,256334,2407269,3433424,20389,10029,1151254,2073,876,3175,68032,38470,102891,134081,8253,98411,134081,12474,77296,44174,3135971,2492,0,89207868,18835943,1688,3.741888747,0.267244717
455644839,1705115104,1653843,148384,3166197,3170412,11723,6925,1621949,1628,836,110,41397,27455,87274,157479,6863,66820,157479,11926,13699,16362,3163047,2144,0,96759803,15308618,1728,3.742202167,0.267222335
448090207,1677038202,1653641,184753,3198621,2873745,12328,4777,1654432,1608,616,105,57946,45319,135955,122891,6658,38369,122891,10304,12753,10436,2871802,1741,0,94972468,16077934,2554,3.742635246,0.267191413
