cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,l2_rqsts.swpf_miss:u,page-faults:u,mem-stores:u,l1d_pend_miss.pending:u,frontend_retired.itlb_miss:u,IPC,CPI
455378158,1659368935,1871345,104253,2758870,2652293,7991,3168,2009672,2690,8060,845,58896,146609,158589,674095,5805,200710,674095,37945,61326,7340,2431673,833,0,101465274,13002147,1959,3.643936157,0.274428518
452061972,1647341287,979082,443632,1778628,1539241,43975,41249,1288114,3446,2249,285,101385,90601,229317,316892,59693,360662,316892,30812,7164,23816,37819,0,0,106570098,40249022,1903,3.644060746,0.274419136
456203169,1662547063,1709232,218390,2642623,3240050,14342,7837,1703544,2500,1753,309,79586,73194,178568,647361,64385,35130,647361,84927,66032,52391,2534905,1484,8,98243353,14719666,1963,3.644312832,0.274400153
447864551,1632192980,1434700,445962,2516072,3584124,27766,13031,1722736,1832,332,502,104727,82827,230355,180610,52832,78087,180610,18956,5554,24335,26609,0,0,90791442,37323774,4097,3.644389752,0.274394362
454368834,1655974877,1686303,244760,3833975,3097846,22114,1501,1115078,5532,4259,491,134921,87167,217482,183637,21316,171857,183637,26620,88733,49096,3231782,2849,649,93581598,21309095,2144,3.644560879,0.274381478
442619618,1613251251,1819361,171677,2556278,2561348,8456,3095,2052565,1132,466,155,62243,39638,112721,280824,68183,316926,280824,14859,26378,18753,3027244,2129,0,95086371,24467736,6619,3.64478027,0.274364962
454490383,1656578435,1778387,136950,3593171,2298388,5761,2761,1610585,625,430,2967,207099,88192,237052,196695,21042,60252,196695,10893,16948,13074,2601709,1454,0,95678888,23763935,1664,3.644914165,0.274354883
452947553,1651155144,1728591,179980,3373401,2687605,10799,3083,1737661,2570,791,115,108721,93050,222942,255489,6600,87904,255489,15123,23748,17671,2861578,1354,0,95267117,20661078,3417,3.645356141,0.274321619
454603135,1657191729,1862556,117924,2937160,2705483,8203,3524,2008420,1022,506,90,41639,32730,97864,81316,12257,37056,81316,8242,18301,13628,2827958,611,0,99152324,15355055,2155,3.645359219,0.274321388
447189823,1630246577,1678745,165511,2671254,2680653,11628,4090,1579075,759,385,200,51687,35173,89192,85491,4371,32750,85491,5799,12795,6939,2488556,1290,0,102993290,14227356,4022,3.645535952,0.274308089
453286210,1652559887,1573795,342333,3788782,2626322,36125,72781,1326066,3809,400,1000,169393,107201,264358,167468,15132,53264,167468,16033,20223,15507,2599497,1158,0,97714155,19975657,1162,3.64573166,0.274293364
456410609,1663996232,1644858,200129,3975671,2824679,13454,6151,1372875,1548,801,295,87007,45162,153316,137247,27462,52507,137247,11016,18600,9312,2471397,989,0,88496224,20318362,1394,3.645831624,0.274285843
454759313,1658050549,1662401,116866,2966354,2830401,9082,3019,1689315,1296,1277,2834,163117,75833,203706,345235,41677,55701,345235,16692,10171,13083,2649171,1221,301,100342858,17504005,1768,3.645995808,0.274273491
456167184,1663325703,1794763,115720,2946929,2693379,7988,3502,1787946,4932,1981,756,121747,83037,204656,555483,53578,357778,555483,80143,50336,52111,1510464,601,0,99891486,14864569,1959,3.646307234,0.274250066
423739759,1545086033,1279455,421302,2050578,2620975,7806,3561,2153354,1693,4178,365,50971,100293,259458,207944,17868,153254,207944,22146,57675,26492,3774193,1916,0,100802639,74964480,2287,3.646308849,0.274249945
454928633,1658811990,1818377,292234,2478000,3270231,28475,9439,1011822,2497,166,60,8026,144045,176478,552776,48513,268447,552776,29000,64994,21560,3297105,1753,0,98634106,20738010,1873,3.646312563,0.274249665
456509215,1664580489,1735495,125036,2750271,2511027,9534,2488,1497312,3076,415,315,103509,122498,282244,168993,23774,48751,168993,16572,114479,68607,2656996,1491,0,102214332,11194479,2259,3.646323961,0.274248808
448889287,1637141758,1607941,233142,3220545,3050016,35115,76936,1317628,8312,4740,365,30497,99179,213120,80023,14188,69598,80023,5731,10429,4697,2174151,1014,0,93760957,20391264,3675,3.647094741,0.274190848
454842432,1659195839,1796014,124858,2634059,2752750,7142,3718,1731033,2234,501,105,60543,35377,93935,233498,11833,125911,233498,23947,134265,47057,2624753,2269,0,93414406,13360244,2753,3.647847523,0.274134265
455565928,1661993904,1881853,127731,2711389,2595375,10863,3559,1435945,4652,234,373,9470,167500,231641,118157,60802,65521,118157,9877,17091,9068,2594572,1052,0,100167538,13696837,1828,3.648196236,0.274108062
456130855,1664403004,1891050,137018,2598805,3096883,12623,4973,1905454,1312,718,322,70058,53726,283131,180723,55896,34414,180723,43827,55284,48993,1534331,751,1,100252885,13444320,2054,3.648959472,0.274050728
451836320,1648743105,1688501,403552,3286717,2769868,28413,52283,1205500,2079,912,250,118993,77262,212237,224295,14516,64563,224295,15694,27798,18137,2743813,2405,0,66604335,17113747,4711,3.648983121,0.274048952
453060341,1653260341,1441864,331024,3424786,2584132,27619,54443,1238592,2049,856,285,119436,66685,201848,186976,115037,64722,186976,6194,15169,5467,2471925,726,0,99657863,16996255,2839,3.649095256,0.274040531
442059880,1613140250,1317621,371150,2999579,3034175,39653,9608,1335835,1703,566,295,37570,26377,76328,106556,10408,62569,106556,11767,16414,12531,3414401,2955,0,92416311,31412019,4578,3.649144206,0.274036855
445658404,1626392943,874868,450162,1694703,757547,65239,34895,726167,5291,3507,666,111747,70230,190992,448261,24340,167666,448261,47773,141623,62168,821013,0,1,110921355,34318609,2747,3.649416074,0.27401644
445385329,1625616287,1578492,198050,2941905,3174895,14708,76396,1851956,1974,4248,851,86785,56800,156486,97555,25556,45202,97555,11710,16314,11078,3249703,2035,0,98498583,17631770,3897,3.649909822,0.273979372
457536760,1670029296,1869371,141232,2845903,2678332,12422,4447,1894555,2399,521,130,65803,47172,167055,314852,69529,101431,314852,70600,18451,13284,2766476,1111,0,101522771,13823599,1132,3.650043979,0.273969302
456018533,1664508296,1890017,109250,2696380,2680069,7720,3694,1984243,1993,535,80,63416,43021,121095,197891,10041,34688,197891,11745,95269,17366,2700384,1189,0,100765089,14191458,1607,3.650089142,0.273965912
444672756,1623171573,1320863,385412,3919529,3379358,41380,40570,927321,3968,2855,120,8682,99011,110991,136183,7327,16946,136183,25193,7777,59218,28553,0,16,89759427,32664685,4117,3.650260897,0.273953021
456576334,1666669038,1806803,80781,3079608,2459917,8607,3160,1761236,2572,739,1888,118842,71528,167646,133071,6688,19720,133071,10377,12618,9230,2510379,895,0,97437425,13711750,1152,3.650362303,0.273945411
452346532,1651367070,1886566,118581,2757053,2727545,9938,3783,1926164,1713,496,100,51851,36278,89202,135490,12664,44520,135490,9727,19919,11017,3176337,1067,0,100416360,17360133,4019,3.650668134,0.273922461
451308044,1647680817,1741641,266606,3287140,2914878,27498,5494,1606072,2182,381,1548,101736,44974,117027,87321,4678,54047,87321,9218,15938,8843,2596259,870,0,99213694,27490532,2409,3.650900619,0.273905018
456274757,1666049590,1629553,214652,3394040,2859205,12469,66211,882167,3281,3652,175,8152,109603,117767,184204,9613,19953,184204,33153,65255,40876,2897490,1622,15,96885039,19500374,2086,3.651417407,0.273866252
457096588,1669311289,1887273,118125,2805176,2623466,9319,4040,1875648,2340,501,65,50475,39860,112508,231962,3207,50767,231962,11557,18799,15634,3268431,1339,0,101693892,13957025,1373,3.651988076,0.273823457
456685623,1667842656,1549641,193997,2677617,3239912,11725,5594,1783832,3945,734,619,91221,120206,173403,301108,39232,15743,301108,62450,3976,55061,20883,18,0,101284423,15533992,2264,3.652058598,0.273818169
452594028,1652998943,1735386,290033,3358130,2676239,23827,9624,1480986,1362,776,145,78229,37643,145642,493295,29783,135059,493295,16393,29587,19302,2699060,929,0,102587217,27936550,2049,3.652277407,0.273801765
454500450,1659969377,1591689,179401,3558721,2861519,14378,5427,1317486,2800,3271,315,18193,171097,169074,207867,2198,18344,207867,61459,6607,62567,603245,338,1,97152112,20436437,2724,3.652294243,0.273800503
455842212,1664956161,1833986,125599,2795963,2831337,8439,3804,2041020,1247,490,105,59154,38076,112486,194932,11529,44984,194932,9656,22989,11622,2919442,1314,0,98516173,14928881,1902,3.652483507,0.273786315
453744834,1657305842,1801273,143959,2889494,2706733,10293,3740,1806512,1698,826,175,59355,35929,100136,119121,12437,39148,119121,9168,17998,8692,3013184,1030,0,96369349,17009134,2695,3.65250625,0.27378461
447799056,1635759698,1424018,263966,3725215,2711014,17911,6289,1272514,2705,806,435,170068,108578,306594,212338,17516,28775,212338,10545,17716,11479,2871942,2403,0,88520851,34172738,3448,3.652887777,0.273756015
455023752,1662356849,1598231,188510,3585355,3197913,13362,4294,1642412,1367,320,335,80784,126747,255843,292840,2385,20432,292840,37929,14240,16798,3384190,2545,0,94166334,23925541,2414,3.653340824,0.273722067
451935462,1651079925,1716100,159569,3077465,2364252,9595,45118,1461579,1748,5381,781,99810,53712,164875,244812,25558,105920,244812,15324,29110,19045,2985893,1609,0,97228113,19486378,3766,3.65335333,0.27372113
452740873,1654191300,1733834,143059,2965034,2710322,12450,4762,1744764,1918,891,200,74322,59781,145199,97870,15380,62862,97870,10301,20478,11052,2790869,1214,0,99488822,14972697,2650,3.653726444,0.273693177
450319195,1645347169,1635406,319529,3600282,2782309,14809,5444,1611588,1788,849,671,84382,41137,115247,115607,11216,42586,115607,10358,15142,9694,2828645,995,0,103240103,30727833,2510,3.653735367,0.273692509
455668365,1664896234,1499957,280058,3659119,2751329,24389,46691,1238157,1770,546,190,104559,63344,190519,515224,104379,49427,515224,10495,14615,7367,2530524,702,0,100278905,17176811,2211,3.653745491,0.273691751
453477254,1656895286,1597127,185188,3320683,3198582,12751,3949,1679882,1127,3572,661,76356,82268,158912,279532,13470,67332,279532,19453,17061,20718,3027163,2081,0,92700236,22806638,2632,3.653756107,0.273690956
456402818,1667584792,1631337,163396,3293004,2766945,30535,37377,944534,2384,150,105,9022,147669,175143,572777,43849,184753,572777,20726,15198,9474,2707212,760,0,93382373,19189614,1283,3.653756564,0.273690921
452604982,1653771121,1935783,152811,2718765,2841757,8631,3554,2133758,2084,501,75,41899,21637,66303,295769,61556,317670,295769,24246,24625,14466,2807933,1885,0,91104783,22217482,2699,3.653895089,0.273680545
456143241,1667125640,1627559,293534,3150353,2748110,26310,53356,1057871,1884,1413,483,96511,47211,1138630,77141,73902,38833,77141,8670,18011,9046,2769195,1171,0,102268360,14825838,2310,3.654829207,0.273610597
455841597,1666060434,1802848,149161,2750825,2848690,13951,4896,1900931,1438,721,2829,47958,109579,166329,702575,6006,28893,702575,45871,60195,19948,2525974,1164,0,100176740,13705466,1317,3.654910927,0.273604479
455198504,1663914900,1407715,468402,2559114,3622475,28554,15666,1772450,4279,5446,756,53736,96217,273285,198162,520835,68713,198162,24014,104877,56376,387140,0,0,117171196,35555380,1733,3.655361091,0.273570784
455464585,1664971516,1582503,220580,3565036,2432913,16543,3389,1573212,8757,576,395,165402,180366,381410,1082909,118482,63797,1082909,63259,121134,62299,1565330,795,0,95411160,25871647,1883,3.655545504,0.273556983
455957205,1667061024,1591443,137502,2856396,2685898,8828,2791,1621314,2349,521,165,81577,62551,159026,252078,67777,34028,252078,47765,20550,10440,3264782,1227,0,100908627,15640537,2189,3.656178707,0.273509607
456636076,1669579652,1511865,418425,2680028,3703587,31912,52703,1426652,3617,4468,330,8587,90076,106888,184741,512404,21095,184741,42082,8458,50777,13539,206,4,100978207,23012894,2064,3.656258758,0.273503618
456003059,1667282403,1748387,144091,3163386,2811349,9743,3431,1793411,3060,5810,2307,155010,105109,273441,114254,13991,36963,114254,4578,18281,6613,2999861,1058,0,98982534,17304325,1478,3.656296532,0.273500793
451033655,1649188871,1410152,321688,1990215,1501089,63599,46640,548457,7065,2296,744,86829,59584,1636385,145027,263898,80452,145027,11927,35200,15238,3739720,1679,0,98794767,16535319,2662,3.656465217,0.273488175
456563267,1669413615,1100898,257334,3219114,2929567,15661,8409,1194378,1704,1027,175,57807,35621,100151,134021,4097,87132,134021,13544,30378,13538,2854134,2161,0,101823123,20475016,1702,3.656478161,0.273487207
456222091,1668224302,1876792,125654,2707909,2857704,11362,5105,1923114,2815,911,190,63311,50909,168872,222328,64335,67886,222328,16335,9938,10140,2608654,1068,0,101193514,12876355,1578,3.656605708,0.273477668
455153994,1664498195,1454725,311729,2804291,3197367,14452,6799,1686374,2197,1000,2749,49005,112473,133768,138701,4577,9812,138701,38015,5516,35110,22861,0,3,100216974,30647844,2730,3.657000086,0.273448175
451768812,1652193230,1380357,516941,2475783,2474833,41813,40584,1680649,4677,2977,709,131389,63082,177630,100830,52926,46281,100830,7446,17543,7259,2857964,995,0,100967861,31800231,1518,3.657165316,0.273435821
455751905,1666872846,1700772,123819,3831338,2862945,7003,2321,1684419,1518,691,215,100367,60487,170911,167673,11573,45701,167673,15600,15093,19031,2622285,2136,0,89416907,20711549,1886,3.657412789,0.273417319
455709896,1666814693,1675933,194186,2902754,2861987,11838,4740,1737695,1974,617,388,98921,48164,154643,113535,59326,11735,113535,27694,72085,26598,2970396,1972,0,98538639,15570429,1663,3.657622333,0.273401655
456177512,1668556870,1671400,258071,3203266,2782478,16405,18490,1238086,1698,1172,506,64430,35902,125543,948253,114174,41545,948253,19245,52584,20048,3020355,1822,0,97702652,18884223,1453,3.657692074,0.273396442
455659247,1666668324,1566995,258913,2629362,3652954,12979,8589,1654696,2527,1284,589,103711,68110,160439,175866,45815,111234,175866,19815,24262,20429,3092588,3331,0,102708682,18220150,966,3.657707673,0.273395276
455658553,1666862245,1593667,184031,3624926,2605582,18815,2484,1036488,7914,2372,586,128105,153228,308332,115030,12425,48255,115030,6632,16565,8153,2619773,1045,0,97896088,21803922,2114,3.658138828,0.273363053
450381973,1647607578,1406049,352672,2542605,2116224,12562,12489,1444542,2925,517,70,52335,81164,191662,230661,15995,15061,230661,55311,5611,42835,9713,0,0,105707394,40162241,2835,3.658244949,0.273355124
445198289,1628767241,1690791,204655,2749277,3090192,18110,7974,1736550,2384,1007,135,64943,33788,100902,113757,9563,36969,113757,9964,15694,12808,2772643,1196,0,97871582,15787197,2244,3.658520891,0.273334506
452166058,1654337956,1447071,445962,2526802,1938222,31327,26457,1627608,1883,626,145,66156,43905,101883,183322,50589,34677,183322,14088,10838,19705,3718662,1887,0,92199020,36362258,2114,3.658695576,0.273321455
456081516,1668746173,1750240,151143,3126272,2654539,10868,3394,1707098,4107,332,1257,103593,92959,193342,176326,3363,8724,176326,43887,18544,57440,969572,576,0,97243686,18784610,1603,3.658877009,0.273307902
444560678,1626701384,1491232,214528,3406925,2294548,44770,37168,747073,2516,305,65,8471,91602,107462,374826,3427,38321,374826,61836,53185,39552,2147402,814,16,93674414,17797644,6028,3.659121161,0.273289666
455822660,1668168759,1768164,135572,2556091,2936400,19931,12108,1800074,3091,2410,85,69992,67134,182894,390515,42000,319884,390515,73307,2799,98707,44989,62,1,100666275,11505186,1463,3.659688088,0.27324733
456279473,1670151407,1770169,118163,3021141,2667477,9871,3090,1797486,2647,953,1229,128133,70428,154959,103057,9231,40074,103057,8141,15324,7546,2779000,933,0,102554733,14501084,1713,3.66036937,0.273196473
456189178,1669981898,1523444,446799,2622122,2052412,65286,80411,744739,6397,2540,571,94750,53821,134602,88992,12969,30718,88992,9619,18136,9299,2411927,820,0,98816333,13505091,1689,3.660722302,0.273170133
455183584,1666364904,1645740,227355,3759271,3271302,32670,53019,1357549,3171,4048,415,129807,94490,240362,150958,14610,62946,150958,17967,23866,17516,3249489,2718,0,92086918,26433832,2111,3.660863358,0.273159608
451073259,1651823297,985288,190979,1304067,883752,46542,1060,86070,3878,295,110,29534,99636,185599,88999,8062,72205,88999,10304,26796,13110,3773875,1353,0,100477457,14264333,3270,3.661984531,0.273075976
447916291,1640283934,1781259,136924,2433340,2708075,7636,3160,1874987,2014,375,180,40171,45604,107104,201922,22420,29390,201922,7683,13168,15812,2192942,958,0,94429693,15357003,2209,3.662032319,0.273072412
455780767,1669280529,1454280,287984,2230923,3019402,11664,5973,2046250,1270,814,3039,43604,86498,111390,176120,5756,17813,176120,34575,7059,45624,11988,0,0,104810259,30598042,1177,3.662463732,0.273040246
446722125,1636365912,1706005,205229,3556636,3271166,13204,4143,1698737,2580,591,185,99733,72187,160563,412035,43213,275056,412035,24621,23849,21268,3335455,3087,0,89585339,27671925,8261,3.663050967,0.272996475
449796041,1647645888,1753865,158219,2125160,1590222,68010,3728,617940,7034,2304,816,95149,68614,180844,117727,14624,62254,117727,7872,21443,8329,2687877,1177,0,97636979,11776597,1322,3.663095576,0.27299315
450636540,1651050258,1684968,310516,3680168,2630945,28326,20448,1464001,2620,806,255,122536,69965,177364,215595,11806,57998,215595,16585,27206,24318,2997780,1027,0,100895155,22440791,2284,3.663817981,0.272939323
454292950,1664471974,1591744,192587,3412483,2450286,19363,2936,1431008,3056,423,991,219725,84675,229176,209148,40844,51622,209148,14348,16313,13212,2681460,1095,0,96844206,22940519,2890,3.663873661,0.272935175
456275201,1671766126,1392384,474827,2294154,3641323,24404,58166,1346700,3396,4789,330,7515,106959,135463,1900173,115706,330031,1900173,121044,51608,24541,2287597,973,0,97812182,34028226,1052,3.663942556,0.272930043
453286918,1660893053,1548430,401075,2412032,3331335,54408,67669,927666,2410,165,90,9184,120444,212733,198099,46786,284491,198099,19491,55296,21101,3131239,2129,0,97394430,17290357,4230,3.664109832,0.272917583
453896786,1663179306,1570646,257588,3054486,2490129,11696,4069,1554608,1613,796,375,109252,87064,213086,411133,129142,10956,411133,34951,160788,70839,256427,144,4,103395454,23534240,2304,3.66422358,0.272909111
