cycles:u,instructions:u,branch-misses:u,cache-misses:u,L1-dcache-load-misses,L1-icache-load-misses,LLC-load-misses,LLC-store-misses,branch-load-misses,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,l2_rqsts.code_rd_miss:u,l2_rqsts.demand_data_rd_miss:u,l2_rqsts.all_demand_miss:u,dtlb_load_misses.walk_pending:u,itlb_misses.walk_pending:u,dtlb_store_misses.walk_pending:u,dtlb_load_misses.walk_pending:u,offcore_requests.l3_miss_demand_data_rd:u,ocr.hwpf_l2_rfo.l3_miss:u,ocr.demand_data_rd.l3_miss:u,icache_64b.iftag_miss:u,IPC,CPI
456347215,889865067,4658044,799480,1424290,668819,232746,167,4687413,151083,92,1952,24081,333502,337481,12844440,71973,3869,12844440,230523,31,217968,691256,1.949973699,0.51282743
457161292,891472758,4088623,894687,1448086,1328537,244799,400,4015762,160482,284,1742,28028,380229,408339,16718187,43785,6946,16718187,261677,2016,249242,1233386,1.950018021,0.512815774
457339303,891890189,4190419,817900,1392188,805190,217494,203,4375847,156160,390,1728,22707,344913,366961,13541182,63550,6280,13541182,247528,1487,231397,910466,1.95017175,0.512775349
457489923,892194033,4391142,885806,1495378,1164170,255354,337,4444912,159644,383,1723,20925,345290,379353,13445744,60397,7251,13445744,252134,1358,248185,1083211,1.950193847,0.512769539
457378275,891989274,4072943,794124,1314462,1162708,210477,134,4136811,150559,241,1745,29557,350113,349175,11297297,25598,6286,11297297,183979,100,186004,844257,1.950222218,0.512762079
454911548,887192086,4091922,901883,1504276,582557,245267,209,4357499,161874,300,2955,34090,344871,408073,15730086,96686,14960,15730086,248250,194,246298,506731,1.950251845,0.51275429
455927353,889234040,4252906,858015,1422382,1028594,218798,169,4149364,150706,265,2149,25122,320229,366100,42825706,79536,11366,42825706,304077,2036,306756,1110484,1.950385372,0.512719186
457293486,891901033,3675628,948234,1426552,692179,235445,34,3727647,168166,150,1993,28135,388938,437429,14743935,108154,9957,14743935,232087,319,225061,744862,1.950390855,0.512717745
457398253,892111452,4598605,789121,1328748,950612,215665,92,4555510,143422,160,2023,28442,321132,350720,10664887,74332,7952,10664887,217895,682,229371,748753,1.950404153,0.512714249
454779444,887122451,3637936,908766,1355773,1254041,207895,544,3771279,130490,145,1457,32319,336032,365172,30974220,34487,3794,30974220,280875,3481,300474,1156727,1.950665235,0.512645626
455128597,887820473,3472928,1751551,6288108,937144,195893,6415566,2590865,123142,265,2620,38946,349917,372754,37999648,120828,25244,37999648,272559,2004,263907,1106648,1.950702458,0.512635843
457341303,892172584,4554404,869635,1515125,401922,229673,153,4397465,177418,185,2354,26380,392344,417908,14160223,192224,7939,14160223,244237,325,222215,413138,1.950780693,0.512615285
455241127,888099209,4604074,758970,1384617,869014,203346,270,4588400,145314,265,1833,29832,317548,341312,17947808,56432,1346,17947808,227812,237,218877,850679,1.950832551,0.512601658
457363600,892307382,4370082,789656,1260675,1030289,216273,147,4367774,152399,86,2049,32315,320712,343690,16097316,38538,3932,16097316,233248,313,226516,894841,1.950980319,0.512562833
457250760,892112036,4521851,795512,1432891,781336,213565,68,4602029,149073,330,1447,23339,337333,379696,11706065,169061,5898,11706065,209807,375,209078,885889,1.951034561,0.512548583
457322294,892252070,4149591,843422,1374331,1020422,214338,220,4074130,159085,260,2329,29524,397184,429918,13898404,74827,11740,13898404,231571,156,225286,1027388,1.951035586,0.512548314
457266136,892149409,4373460,783883,1382880,902802,206520,218,4347080,148277,365,2450,32890,312166,337944,12601715,60150,7050,12601715,184962,281,197007,828592,1.951050687,0.512544347
457035098,891712903,4339227,792432,1424057,1237208,189323,341,4272769,180471,192,1507,24917,363318,382560,14031188,41873,6387,14031188,258699,958,247106,916963,1.95108189,0.51253615
457200766,892109175,4398957,810605,1388709,716391,195027,109,4371885,155568,148,2846,33826,334315,369241,13309701,80821,5917,13309701,228075,313,228537,657714,1.951241646,0.512494187
457379411,892505141,4403116,825720,1346569,1040192,223907,266,4514091,161690,110,2088,22151,364778,403153,13170831,65317,11559,13170831,236571,1659,235188,1074999,1.95134525,0.512466976
457449473,892719330,4124508,795328,1347667,1055534,219262,190,4047625,175228,100,1031,23960,374281,390634,12925309,44815,7438,12925309,213129,1997,225434,1017435,1.95151461,0.512422502
457372487,892587322,3847026,952674,1476606,1200072,247143,398,3844650,157824,204,1229,20003,374724,406509,13672093,39837,7583,13672093,233641,1371,235706,1264248,1.951554471,0.512412036
457353751,892609579,4689033,793244,1509654,831980,215228,152,4526449,170702,125,1427,23970,341248,370546,12633301,49188,9079,12633301,224649,1997,236175,928982,1.951683083,0.512378269
453208345,884551036,3968653,806323,1332615,863512,220863,255,4398194,146034,64,1252,22475,342172,387955,13496505,58047,2435,13496505,225984,344,221627,1037230,1.951753638,0.512359747
453336019,884828526,4009427,856401,1250128,1075268,270191,1328,4051361,133768,95,962,31661,272831,307479,25985123,32902,5765,25985123,237431,1735,221593,1074846,1.951816068,0.512343359
457397941,892785561,4366913,835972,1283803,782549,215478,212,4448052,133192,154,1881,30642,325454,342569,21540379,51415,8202,21540379,238082,419,221522,997366,1.951879274,0.512326768
457387120,892843351,4167533,871464,1325815,818227,235499,84,4189697,159925,303,2128,38498,370840,392942,12571257,44343,3287,12571257,241158,306,248538,867034,1.9520518,0.512281488
457057672,892254539,4222660,955924,1386017,696830,265093,234,4303147,180223,115,1272,24587,356515,396113,13142507,176134,4812,13142507,220108,338,226358,488812,1.952170576,0.512250319
457058721,892292063,4584016,776554,1286881,897587,192888,259,4563950,116669,100,1412,23279,274046,301868,15650858,62420,5484,15650858,202117,488,215768,792028,1.952248195,0.512229952
457400595,892975069,4246890,874012,1438193,1044785,243461,156,4220192,159621,173,1627,35536,381406,393934,13301937,37410,7007,13301937,235784,670,240423,1151510,1.952282264,0.512221014
457723276,893605584,4470639,875994,1480136,762465,247141,281,4534130,159293,179,2284,31742,363946,377892,13946668,57629,9429,13946668,266168,751,245143,867765,1.952283467,0.512220698
456977305,892181434,4325209,802970,1395775,1071013,216020,238,4410428,159863,65,1162,24770,351450,376125,12537545,57704,5034,12537545,227541,882,265340,1092967,1.952353923,0.512202213
457357607,892924668,4140333,824591,1349564,888094,205260,219,4447622,157044,85,1898,23239,323143,373977,12021657,174641,6147,12021657,185224,325,197696,849690,1.952355562,0.512201783
453186021,884783515,4197372,891322,1490070,991519,234801,197,4223620,178533,260,1066,24470,366739,383842,13757231,41406,4458,13757231,240786,488,238988,1025100,1.952362769,0.512199892
456689722,891640743,4541500,763424,1366141,1157867,210221,241,4556523,145261,155,1588,19076,371466,387383,12194334,155960,13617,12194334,217284,582,199890,1102546,1.952399408,0.51219028
456842726,891996741,4176958,848760,1302863,1025024,221609,270,4032678,156946,75,1021,20873,298138,335437,20445982,55616,6481,20445982,251518,469,235632,951329,1.952524775,0.512157394
457449147,893187378,4061976,924875,1485536,1165434,249882,397,4102324,173519,272,1943,33187,351846,392406,15691891,49406,9079,15691891,257586,1978,264512,1177753,1.95253917,0.512153618
456895295,892106202,4397583,808921,1421097,1051660,229455,269,4392009,167944,135,1081,27295,350481,383174,13333638,159197,10622,13333638,210362,438,205755,1133188,1.952539699,0.512153479
455396001,889195675,4496753,783403,1271235,675668,210082,375,4547216,133719,275,1653,24803,298443,328311,14707427,128219,6374,14707427,265878,244,250302,687531,1.952576819,0.512143743
456123017,890624050,4646573,753229,1342670,668246,209285,107,4706658,143856,170,1763,24321,353346,381648,11744487,66750,15334,11744487,211386,544,228808,635451,1.952596157,0.512138671
457590751,893503027,4223866,838871,1377034,998829,223379,405,4133819,165447,80,1612,24009,321532,365241,13477813,74718,2917,13477813,229787,507,232589,931166,1.952624753,0.51213117
457237881,892844798,4072614,942089,1510809,798849,253438,222,4242907,164155,85,1357,24838,357007,397764,17079154,169457,4436,17079154,284156,1578,248594,840608,1.9526921,0.512113507
456078989,890608435,3968983,897617,1381794,1231297,237189,348,3817811,167580,100,1067,22698,364216,385472,12872046,46339,12680,12872046,218558,1496,211696,1180973,1.952750415,0.512098214
457230917,892860775,4453209,818767,1367811,879399,216729,137,4468391,157099,140,1342,21963,331003,356264,14658062,169970,10219,14658062,245186,1352,238664,832811,1.952756784,0.512096544
457111062,892728800,4199793,798043,1421564,1023853,222903,348,4425815,159023,125,1031,20082,333123,358261,12040984,38840,3619,12040984,211522,300,215826,894048,1.952980083,0.512037992
455978748,890656399,4432084,770143,1280383,838546,187095,122,4602075,132725,297,2853,52003,310455,335117,15130439,64865,4552,15130439,197027,144,199672,794418,1.953284891,0.511958089
455527282,889791265,4379199,806698,1409217,907497,214435,538,4247339,158564,270,1532,27387,401129,433434,13981106,51540,10006,13981106,251551,1928,248970,1081894,1.953321569,0.511948476
457291190,893245843,4758617,744385,1392274,698284,205861,118,4790906,140552,165,2747,42138,321635,374803,15282425,62036,15072,15282425,216566,576,209417,672649,1.953341465,0.511943261
456166371,891055765,4438889,793191,1355854,867958,196463,78,4509013,136867,50,1688,33573,338915,390020,17549343,75482,4158,17549343,228150,300,233145,810737,1.95335698,0.511939195
457051773,892861458,4383991,792126,1363610,978100,203025,128,4260551,155645,123,2592,40792,341887,365458,13162462,68136,6424,13162462,224900,901,213860,1134015,1.953523672,0.511895512
454177755,887312561,4603903,791192,1420841,834234,196683,202,4568654,150398,140,1818,24867,340632,347873,13221896,75109,5604,13221896,222500,150,208338,669737,1.953668032,0.511857687
456328265,891518834,4086743,878897,1504280,1365898,250727,899,3957209,173338,180,1547,22072,327487,345774,14033371,41273,7119,14033371,237439,1928,244983,1230000,1.953678749,0.511854879
457445898,893720394,4718136,856046,1476310,474526,229197,106,4634548,144236,105,3173,38215,355543,382627,12306757,65758,6575,12306757,226435,256,229327,413061,1.953718238,0.511844533
457523023,893898155,4467176,792424,1245987,997672,213022,172,4276942,137508,405,1638,21966,295466,319831,14993614,72449,22498,14993614,210430,1159,226600,986879,1.953777428,0.511829027
457231875,893358051,4654482,739740,1312607,701836,192433,106,4717508,132316,40,1552,22403,278822,333862,11043572,118238,6644,11043572,186499,407,187456,571651,1.953840272,0.511812564
457484864,893882965,4674721,779959,1462972,779890,219166,190,4763010,150055,50,1756,37690,340915,392668,14244512,75892,5059,14244512,230844,256,213753,745199,1.95390719,0.511795036
457103115,893301236,4219349,862966,1428788,1408246,241844,479,4005463,194024,195,1963,26318,421599,444439,14092668,52989,10638,14092668,247475,2592,231955,1401110,1.95426635,0.511700977
457398072,893898813,4144376,904876,1506115,1144717,247567,222,4053291,169481,120,1036,23584,391920,425312,14482332,37864,8584,14482332,268566,3271,250386,1162071,1.954312595,0.511688868
457483737,894103567,4543285,774134,1439089,894171,217495,162,4631629,138505,80,1756,47550,306433,374967,17874462,45732,12813,17874462,237553,645,237408,760148,1.954394211,0.5116675
456493569,892276784,4170178,840206,1344033,876689,219122,125,4237685,151478,155,1863,28029,352724,392347,14529440,88841,9186,14529440,239871,56,222193,790690,1.954631663,0.511605342
457500575,894260922,4402755,841249,1486007,991339,223069,306,4397686,150543,204,2326,33194,331519,360869,15196973,66244,4646,15196973,232072,707,223380,837521,1.954666225,0.511596296
456307297,892094410,4326392,785386,1437622,884355,195493,194,4367954,161955,61,1868,33624,328775,358477,12740132,61692,2893,12740132,202537,375,212572,740151,1.955029902,0.511501128
457360997,894156769,3955345,907530,1498448,1067758,249127,511,3903017,178190,179,1329,21897,400407,417425,14638294,37753,8766,14638294,241184,1014,241516,1134109,1.955035027,0.511499787
457143822,893733507,4468926,775360,1293863,884427,222181,75,4293375,154788,68,1881,32565,320806,347170,12111635,44627,4827,12111635,226334,425,220597,1063889,1.95503792,0.51149903
455849078,891223853,4083868,848209,1426837,1098022,231514,181,4070202,145477,111,1603,37391,311723,339748,18944865,32294,6317,18944865,217112,707,208349,1107563,1.955085347,0.511486622
455538505,890657188,4333974,802562,1398061,928889,223862,125,4332061,154667,190,1162,21560,325371,345903,13195142,38753,1221,13195142,223056,851,219695,934239,1.955174323,0.511463345
457103522,893758139,4159340,825893,1280605,941176,215380,56,4261061,147119,60,1567,21684,336534,361767,11870210,187929,3890,11870210,220755,75,226320,985458,1.955264171,0.511439843
457408182,894462793,4180778,948605,1574022,973956,261050,202,4106455,189959,170,952,22584,381061,409889,14498090,30956,14074,14498090,262553,1315,254972,1084222,1.95550239,0.511377539
456889361,893452940,3947610,876313,1429485,954544,251056,298,4040841,186675,222,1740,26729,365067,406978,19670315,54567,12942,19670315,279268,889,270716,1058478,1.955512683,0.511374848
456658785,893020116,4593784,765422,1303431,879923,199330,93,4526700,136809,295,1011,19547,266204,294540,10302603,39718,3043,10302603,184795,1495,220465,735185,1.955552253,0.5113645
456674792,893051829,4352811,765101,1564465,988231,175748,360,4418980,179867,171,3817,43001,378273,422037,14069184,83529,11453,14069184,204883,1922,217806,998120,1.955553152,0.511364265
456376615,892491144,4767861,760634,1414763,813507,209083,319,4893911,142095,115,2374,24020,337286,349979,10551108,75919,4840,10551108,197470,181,205530,607230,1.955602269,0.511351421
455894727,891552958,3986462,921016,1462295,1162601,243496,572,4238206,173565,245,1207,21561,378499,411865,12870073,37991,5930,12870073,245428,983,255257,1129078,1.955611472,0.511349015
457420852,894578364,4399213,743816,1289153,784682,159880,144,4426898,125592,105,1566,33556,299981,328012,16345506,77116,7012,16345506,228682,726,242525,814607,1.955700883,0.511325637
457244802,894278520,4235593,774893,1335087,1145247,195659,165,4171291,155145,331,2066,33702,367858,383959,12750590,41616,10482,12750590,230084,331,224467,1034646,1.955798111,0.511300218
457133030,894089548,4439011,837850,1415146,502948,234572,223,4485359,172580,216,2154,26486,346002,367354,15323706,47653,6925,15323706,239173,651,237639,417620,1.955862931,0.511283272
457304654,894519088,3949039,917963,1517568,1367822,258789,618,3959474,178105,205,1297,22081,376320,413418,14307884,49684,8083,14307884,259253,2892,247286,1295193,1.956068193,0.511229621
452561420,885283076,4109931,839107,1292343,1100914,246018,576,3961228,157105,550,1262,22285,321075,344575,12118240,56855,6774,12118240,183494,1200,192728,1234734,1.956161168,0.511205322
457345930,894709911,4699014,816084,1482294,719561,220419,90,4723833,141846,1021,2048,23574,337962,391140,11911120,165667,6029,11911120,202326,444,215851,753046,1.956308895,0.511166719
455521584,891155904,4877846,684173,1297496,911723,179859,43,4845303,128813,110,1548,20546,250344,287208,10129503,63849,4208,10129503,162642,225,161261,848528,1.956341775,0.511158128
457168821,894462236,4817165,711147,1325534,721170,197037,84,4657045,156763,140,1267,24276,331147,367471,15336965,174581,5806,15336965,234446,187,203203,735483,1.956525019,0.511110254
457804441,895796686,4471266,798298,1426745,813458,220654,112,4614306,152474,20,2204,23796,357594,411817,12381935,134945,8972,12381935,231720,782,240471,764472,1.956723452,0.511058422
456557335,893373403,4219673,888778,1437419,854869,236059,131,4224493,158536,105,1397,24420,347747,360525,13649323,60982,23393,13649323,241205,363,244174,875536,1.956760596,0.511048721
457545987,895362323,4521279,791892,1384474,872926,228575,234,4517489,164116,130,2294,26697,365805,386399,15607771,62678,8679,15607771,285323,356,253805,721191,1.956879414,0.511017691
457133055,894671209,4662927,799407,1392118,800496,221750,241,4711832,149817,136,1517,22708,300894,325492,11943600,50213,3206,11943600,206487,331,217222,778960,1.957135235,0.510950895
457371026,895150911,4415572,847730,1440715,941176,224484,252,4463947,146653,85,1322,47379,357026,400321,13427294,56734,13025,13427294,239054,563,239954,866199,1.957165758,0.510942926
454487931,889508792,3912470,864076,1450288,1411374,256416,484,3860045,173869,170,1062,25212,375595,413107,15907430,50251,8253,15907430,227043,1114,219635,1282251,1.957167025,0.510942596
457471915,895447524,4540163,772897,1383798,1064082,191560,373,4629288,160196,210,1476,26922,413715,450691,13360014,49068,5529,13360014,244885,1277,245956,1084720,1.957382507,0.510886348
457203072,894924794,4279266,859237,1413811,771410,223098,199,4156857,171863,216,2118,27392,409912,444647,14607477,63958,4120,14607477,271774,294,265277,785687,1.957390159,0.51088435
456625232,893902892,4220870,840866,1261794,813914,223387,131,4224314,165766,210,1452,23833,340060,362315,21454541,68285,7212,21454541,272219,1041,265701,1000835,1.95762921,0.510821965
454252079,889270077,4382762,900691,1510176,618807,261595,269,4709677,154461,200,1177,21895,357972,377569,12104883,53046,6582,12104883,210223,926,215010,822947,1.957657693,0.510814533
457223453,895088233,4505444,818578,1397082,930520,235911,601,4367450,161007,180,1577,22926,343014,395180,13108518,166407,15367,13108518,230645,1559,249454,960364,1.957660367,0.510813835
457360876,895370938,4480784,778981,1467757,958551,219252,277,4513600,156255,185,1537,20644,337969,361401,12061286,41497,10181,12061286,223343,782,220118,992951,1.957690273,0.510806032
457186642,895077311,4212594,755446,1331262,1154611,178768,75,4157570,147356,155,981,17598,325024,354296,12578028,161840,6245,12578028,213136,200,218564,1239277,1.957794102,0.510778942
456885551,894529933,4989962,739238,1313770,739370,196946,93,4899950,129363,45,1437,20764,288111,326662,13043832,125832,6172,13043832,207176,373,208951,684449,1.957886239,0.510754905
455905822,892671559,3793041,908998,1476655,1211744,245870,563,3931526,179901,140,971,23609,336950,391886,18783175,157753,5820,18783175,227765,1133,230279,1284538,1.958017459,0.510720676
456792028,894468921,4308105,817218,1458460,941011,227891,323,4326585,148555,210,1934,21304,336419,355651,13013732,73491,11671,13013732,199299,1008,190907,1036034,1.958153528,0.510685187
456466629,893991738,4517830,828141,1370719,742309,215806,187,4341259,157019,80,2227,42699,335635,377113,13718634,56345,3957,13718634,226232,350,229443,704920,1.958504042,0.510593789
457062704,895210696,4664398,706131,1543390,718526,217200,191,4853969,185057,80,2309,30095,388026,398368,11831034,58568,12804,11831034,204771,1252,185006,869667,1.958616812,0.510564391
456936181,895008045,4786191,782713,1389522,564428,209336,134,4922455,143644,90,2289,24294,337097,431151,14512289,206341,20448,14512289,212186,118,215055,507463,1.958715642,0.51053863
457185384,895500792,4347235,816707,1270781,852419,223896,97,4400479,151640,130,1371,34741,343132,393147,12008677,62183,6280,12008677,201937,325,198926,638347,1.958725767,0.510535991
456350891,893875787,4337511,845782,1447316,815415,227849,305,4312636,145014,165,1262,31053,323563,345928,18124405,39352,2379,18124405,218076,663,226575,919417,1.958746668,0.510530543
456933064,895038343,4448196,798248,1393861,1009687,211581,241,4347798,132370,95,1708,23576,316316,351776,14161997,54402,3612,14161997,215629,125,219165,784983,1.958795311,0.510517865
456755522,894776694,4350922,846094,1362607,915654,251303,245,4178774,180326,235,1498,23682,391667,413211,14219457,66087,3788,14219457,218219,444,207992,931997,1.958983857,0.510468729
455837426,892991989,4478323,805305,1488720,983475,208064,341,4357162,146111,150,1117,22122,330552,373473,18493642,57650,6224,18493642,231159,651,228066,966635,1.959014197,0.510460823
457212373,895686290,4474381,778482,1313259,853283,204236,106,4503203,152312,77,2252,38443,350544,398222,16579878,82199,12310,16579878,249655,175,245369,631791,1.95901586,0.51046039
456763950,894882804,4604395,732581,1330605,715599,203614,225,4258534,146014,230,1562,36085,304668,342824,10854928,53025,4878,10854928,197693,382,207598,678798,1.959180018,0.510417619
455375996,892169768,4938524,692964,1307658,833772,180606,97,4776354,126751,117,2588,36544,268091,295109,10423504,83439,4094,10423504,178036,219,179120,779432,1.959193668,0.510414063
456641957,894669633,4396486,792819,1311267,909075,219563,134,4430676,144475,70,1347,24375,346866,387262,13143891,96850,10426,13143891,212464,394,213169,621733,1.959236595,0.51040288
457316909,896065805,4016115,935256,1571890,866827,266913,485,4092999,174013,145,1633,26521,397062,462978,15313341,56234,7226,15313341,277260,2285,266567,1012201,1.95939793,0.510360853
457454324,896347027,4445121,811172,1277209,699145,232805,266,4243596,155540,142,1650,26009,347110,375023,14234970,61002,2316,14234970,217289,369,211604,878222,1.9594241,0.510354037
457574816,896642265,4460111,853727,1471146,588025,235074,137,4640670,156061,216,2883,37107,333541,355999,13063599,58228,15535,13063599,220554,156,224262,710830,1.959553353,0.510320374
457296575,896103642,3957880,863886,1427065,1194310,238083,234,3931602,176376,142,1652,35985,359152,384227,13309681,41630,16467,13309681,222431,588,229956,1108597,1.959567797,0.510316612
457143086,895823784,4104268,784310,1358644,1106489,216791,149,4020209,156314,85,1062,46139,381041,405538,11634292,33308,6581,11634292,195450,375,223026,1155575,1.959613546,0.510304698
457282146,896114290,3967770,889168,1475246,1114937,250235,277,3923541,165980,168,846,22011,397388,420933,13980330,45832,7433,13980330,239495,770,247299,1010316,1.959652914,0.510294447
453383205,888475080,4269344,791677,1367652,966275,233330,309,4216852,158135,160,1292,23380,365290,406029,13442916,80022,8059,13442916,241147,688,255745,1110870,1.959655916,0.510293665
455853631,893336526,3932165,881574,1364786,1146184,237341,216,3850579,168037,210,1102,20500,362532,402196,13064847,39641,5705,13064847,224608,1853,234188,1291124,1.959700363,0.510282092
457776290,897117935,4471455,860811,1555715,1137034,253056,632,4428918,154293,150,1137,22418,348819,369762,12225707,37340,9480,12225707,226515,1108,236590,992105,1.959730014,0.510274371
456697796,895022578,4036483,852668,1403682,656978,248051,222,4299557,161020,90,1838,25519,369062,410832,12439057,85597,12468,12439057,204061,576,203500,932129,1.959769865,0.510263995
456178888,894093261,4238671,775371,1360065,746809,211118,194,4171733,148381,150,1202,18664,325787,359914,13629653,187038,11221,13629653,178960,275,196129,1121923,1.959961946,0.510213988
456808927,895529175,4365137,857734,1489206,978460,241436,284,4287707,172679,191,1708,32087,395872,425466,13439412,46425,11515,13439412,220194,1327,200799,1108231,1.96040209,0.510099436
455306870,892626745,4558970,735556,1366044,1369960,215134,266,4515323,141019,160,1282,17784,302678,324231,13975770,41142,3550,13975770,222622,563,213060,1020997,1.960494787,0.510075317
457237403,896455795,4601800,801423,1419688,833083,219855,252,4758160,160694,65,1938,27352,356709,373675,12406925,74623,2097,12406925,227243,557,226600,1022378,1.960591564,0.510050139
457334317,896781103,4362471,909729,1555860,647848,244702,330,4208417,168323,326,2559,46238,391246,448580,16874422,81607,10990,16874422,247267,413,246418,642340,1.960887407,0.509973187
457519330,897161055,4390652,766730,1436225,946232,198922,172,4099200,161127,190,1537,41756,386637,434941,14161984,59083,7320,14161984,201889,720,227179,940741,1.960924919,0.509963431
453017991,888342121,4292490,831938,1313673,934277,249203,245,4585550,161759,210,1362,25416,354139,385066,12502656,58331,4746,12502656,226999,770,227823,894350,1.960942255,0.509958923
457266077,896717223,4440047,808627,1372773,723032,200796,188,4216814,154283,58,1257,24411,320534,340879,11596436,61916,3450,11596436,218721,469,223088,857837,1.96104034,0.509933416
456414486,895143595,4555810,718493,1321979,986986,191836,306,4449818,145144,210,2454,36285,361916,401161,15084975,166280,12892,15084975,197153,770,176231,978478,1.961251499,0.509878514
456379193,895081218,4493894,844030,1408666,911129,222870,319,4583549,148415,200,1572,21739,337993,351998,12239483,41637,4789,12239483,235505,876,237044,999880,1.96126649,0.509874617
456136072,894665057,3988362,842495,1419258,647738,251103,68,4214236,183776,120,1227,26853,363767,389639,13052566,61180,7660,13052566,240505,156,254754,671029,1.961399486,0.509840044
456064982,894544368,4123200,759658,1347823,1110147,216413,153,4178690,150435,190,826,20507,328420,357356,12861824,48435,2861,12861824,219819,450,207221,1002184,1.961440591,0.509829359
456464942,895356789,4623995,767954,1357144,1030157,222130,103,4591564,161801,95,1247,23199,333757,365793,11672412,51793,7789,11672412,202707,244,197398,970297,1.961501764,0.509813459
455227222,893101195,4360845,772017,1268713,1043247,211499,187,4250179,144422,130,981,19000,352529,381220,12299347,50395,7113,12299347,199443,889,230142,1016756,1.961880028,0.509715164
456565390,895760615,4162654,900583,1384996,803030,254223,385,4104515,156763,150,1643,25107,370782,410597,12726288,175893,11087,12726288,223982,344,216875,748887,1.961954705,0.509695763
455869913,894421470,4620479,765416,1338879,1029280,206220,65,4652213,142420,130,1577,24415,328604,362963,18311008,39277,22543,18311008,230444,707,215650,1177763,1.962010311,0.509681317
456703621,896068748,4035781,771604,1484172,642202,209364,84,4319780,154573,345,1322,21882,355097,381775,13346257,48336,23877,13346257,209614,1076,206812,733703,1.962035567,0.509674757
455075668,892974266,3980802,906855,1372570,1169381,239678,158,4028033,169761,130,1302,24616,394618,406498,13590109,47915,7013,13590109,236851,551,240835,1122114,1.962254475,0.509617898
457382749,897527126,4338732,798392,1281539,1009547,235895,522,4361971,142348,96,1813,32285,333703,382251,12224377,50827,8203,12224377,226722,632,228401,962536,1.962310839,0.50960326
456313665,895473729,4614465,763808,1284758,889247,194770,153,4552034,149602,120,1527,23048,313512,338180,13236075,48335,6994,13236075,219082,219,240361,861190,1.962408312,0.509577948
457448333,897860086,3867065,917600,1401283,1247700,246597,600,3943466,154034,120,991,19432,374634,397397,17552513,39143,10288,17552513,281373,1440,271675,1209477,1.962757368,0.509487325
457421094,897816671,4658652,759522,1342144,843721,212088,231,4634405,134366,65,1317,18329,319217,337578,12647750,46688,2442,12647750,214659,569,204399,1001786,1.962779336,0.509481622
457419987,897833509,4219599,826159,1430082,830774,194689,152,4073930,157114,105,2351,30444,305725,332019,12682383,49082,16763,12682383,181931,901,201124,843055,1.962820897,0.509470834
457269528,897550588,4299848,776872,1428762,1101679,197468,256,4437785,142368,130,1187,19421,306534,347702,17237577,152151,14481,17237577,228909,2629,239951,1053144,1.962848021,0.509463794
457748879,898493316,4493263,847780,1492536,804390,221014,93,4484405,160318,104,1894,37755,351692,407175,12674826,76134,9198,12674826,221051,269,222252,714083,1.962852029,0.509462754
456844594,896735204,4546393,790408,1396680,686362,222032,209,4808923,151628,55,2647,21346,314261,333653,12838098,64961,5291,12838098,206603,325,203115,517170,1.962888947,0.509453172
455287166,893740720,4110069,820495,1308468,1103633,212954,330,3988151,152621,120,1352,23524,370322,411908,14089169,55598,6023,14089169,229099,551,210049,1082574,1.963026386,0.509417503
457379765,897875199,4682097,766536,1360512,963195,209748,144,4889644,138130,125,1568,21370,339957,372303,10482746,73089,10364,10482746,200109,1092,197710,993627,1.963084657,0.509402382
458132114,899386054,4208982,837782,1262061,946336,214158,97,4262751,147452,130,1773,22191,312268,322598,11071434,39668,4333,11071434,203521,1306,205105,1007394,1.963158719,0.509383164
456912342,896993187,4091610,836791,1335542,834354,223450,134,4052049,155799,225,1367,19107,352892,370755,11826313,63591,8522,11826313,213320,507,208317,857159,1.963162525,0.509382177
456948752,897117096,4319057,830032,1482571,833288,235882,241,4183587,164231,95,1517,25759,384640,421017,12726246,54548,15567,12726246,206380,538,219433,826909,1.963277265,0.509352407
456585536,896434519,4219737,827123,1375245,925413,217517,842,4091564,139811,120,1929,26270,337357,377064,13209771,200308,9859,13209771,219415,400,225620,1082741,1.963344102,0.509335067
456837908,896963572,4447487,772250,1396828,635632,200215,122,4620029,137924,160,1467,17689,299522,329411,10775158,63703,6581,10775158,197575,1725,192055,651724,1.963417563,0.50931601
457396328,898148808,4605179,756424,1501063,1250696,227170,380,4329166,179044,100,1177,26210,367361,409414,14824766,42655,10150,14824766,255331,607,236934,918662,1.963611759,0.509265641
457394019,898216179,4786260,735253,1279214,825042,202845,43,4749350,147192,86,2524,42958,253284,305132,13192664,63646,3212,13192664,226881,93,194546,887288,1.963768964,0.509224872
457034469,897522632,4074805,900671,1441842,1135393,231155,250,4074425,165204,175,1936,38503,401702,474913,12831152,53151,10488,12831152,219501,469,212619,945104,1.963796372,0.509217765
457429625,898302014,4039662,834771,1289717,1048744,222631,263,3980414,167457,185,1232,34339,391597,424835,22851204,41304,6562,22851204,264588,1816,253660,1264824,1.963803752,0.509215852
456800696,897077492,4199585,787662,1194386,935453,215987,194,4171868,136073,173,1726,31414,276013,291236,34168475,37697,4754,34168475,251054,2060,273222,1092136,1.963826894,0.509209851
457349719,898171219,4416547,809166,1474909,1067948,224921,466,4351808,149079,123,2011,31246,337906,371980,12524682,41647,4195,12524682,232495,1058,228584,925093,1.963860874,0.50920104
457238891,898008447,4550768,773718,1394955,815229,200507,165,4401110,156934,142,3143,36895,356004,377533,13404449,75420,4020,13404449,230695,469,229924,663897,1.963980896,0.509169922
